"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","IntroCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","HappyAnim","HappyLoopAnim","SadAnim","SadLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","IntroAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","SadFace","SadLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","SecondaryProjectile","UltiProjectile","MainAttackEffect","UltiAttackEffect","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","UltiLoopEffect","UltiLoopEffect2","AreaEffect","AreaEffectStarPower","AreaEffectAttack","SpawnedItem","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","BoneEffect1","BoneEffect2","BoneEffect3","BoneEffect4","BoneEffectUse","AutoAttackProjectile","ProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","MoveEffect","StillEffect","ChargedShotEffect","DisableHeadRotation"
"SpawnerDudeDefault","SpawnerDude","mrp_geo.scw",,,"mrp_portrait.scw","emz_intro_pose.scw",,"MrPIdle","MrPWalk","MrPAttack","MrPAttack","MrPRecoil",,"MrPRecoil",,,"MrPPushBack","MrPWin","MrPWinloop","MrPLose","MrPLoseloop","MrPIdle","MrPWin","MrPWinloop","MrPWin","MrPIdle","MrPIdle","MrPPortrait","MrPPortrait",,,,,,,,,,,,,,,,,,,,,"true",,,,,"mrp_def_atk","mrp_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShotgunGirlWitch","ShotgunGirl","shelly_witch_geo.scw",,,"shelly_base_cam.scw","emz_intro_pose.scw",,"ShellyWitchIdle","ShellyWitchWalk","ShellyWitchPrimarySkill","ShellyWitchPrimarySkill","ShellyWitchRecoil",,"ShellyWitchRecoil",,"ShellyWitchReload","ShellyPushback","ShellyWitchHappy","ShellyWitchHappyLoop","ShellyWitchLose","ShellyWitchLoseloop","ShellyWitchIdle","ShellyWitchHappy","ShellyWitchHappyLoop","ShellyWitchHappy","ShellyWitchIdle","ShellyWitchHappy","ShellyWitchProfile","ShellyWitchProfile",,,,,,,,,,,,,,,,,,,,,"true","true","Shelly003Projectile",,"Shelly003UltiProjectile","shelly_003_atk","shelly_003_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MechanicKnightDark","Mechanic","jessie_knight_geo.scw",,,"jessie_base_cam.scw","emz_intro_pose.scw",,"JunkerKnightDarkIdle","JunkerKnightWalk","JunkerKnightDarkPrimary","JunkerKnightDarkUltiAttack","JunkerKnightDarkRecoil",,"JunkerKnightDarkUltiRecoil",,"JunkerKnightDarkReload","JunkerKnightDarkPushback","JunkerKnightDarkBattleWin","JunkerKnightDarkBattleWinloop","JunkerKnightDarkLose","JunkerKnightDarkLoseloop","JunkerKnightDarkWinloop","JunkerKnightDarkWin","JunkerKnightDarkWinloop","JunkerKnightDarkBattleWin","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkPortrait","JunkerKnightDarkPortrait",,,,,,"JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerDreamyFace","JunkerDreamyFace","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkStill","JunkerKnightDarkIdle",,,"true",,,"Jessie004Projectile1",,"Jessie004UltiProjectile","jessie_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TurretDragonDark","MechanicTurret","turret_dragon_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"Turret","Turret","Turret","Turret","TurretAttack",,"Turret",,"Turret","TurretIdle","TurretSpawn","TurretIdle",,"TurretIdle","TurretWinloop","TurretWin","TurretWinloop",,"TurretIdle","TurretIdle","Turret","Turret",,,,,,,,,,,,,,,,,,,,,,,,,,"jessie_004_turret_atk",,,,,,,,,,,,,,,,,,,,,,,,,,"JessieTurret004Projectile","Turret004Proj",,,,,
"HammerDudeDJ","HammerDude","frank_dj_geo.scw",,,"frank_base_cam.scw","frank_intro_pose.scw",,"FrankIdle","FrankWalk","FrankPrimary","FrankSecondary","FrankRecoil",,"FrankRecoil2",,"FrankReloading","FrankPushback","FrankWin","FrankWinloop","FrankLose","FrankLoseloop","FrankIdle","FrankWin","FrankWinloop","FrankWin","FrankIdle","FrankIdle","FrankProfile","FrankIntro",,,,,,"FrankDJIdle","FrankDJIdle","FrankDJWin","FrankDJWinLoop","FrankDJIdle","FrankDJIdle","FrankDJIdle","FrankDJIdle","FrankDJIdle","FrankDJIdle","FrankDJIdle","FrankDJIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NinjaWolf","Ninja","leon_wolf_geo.scw",,,"leon_wolf_portrait.scw","emz_intro_pose.scw",,"LeonWolfIdle","LeonWolfWalk","LeonWolfAttack","LeonWolfSecondary","LeonWolfRecoil","LeonWolfRecoil2","LeonWolfRecoil",,"LeonWolfReload","LeonWolfPushBack","LeonWolfWin","LeonWolfHappyLoop","LeonWolfLose","LeonWolfLoseLoop","LeonWolfIdle","LeonWolfWin","LeonWolfHappyLoop","LeonWolfWin","LeonWolfIdle","LeonWolfIdle","LeonWolfProfile","LeonWolfProfile",,,,,,"LeonWolfIdle","LeonWolfIdle","LeonWolfWin","LeonWolfIdle","LeonWolfIdle","LeonWolfIdle","LeonWolfIdle","LeonWolfWin","LeonWolfIdle","LeonIdle","LeonWolfIdle","LeonWolfIdle",,,,,,"Leon002Projectile",,,"leon_002_atk",,,,,,,,,,,,,,,,,"Leon_wolf_ulti_vo",,,,,,,,,,,,,,,
"SpeedyDefault","Speedy","max_geo.scw",,,"max_portrait.scw","emz_intro_pose.scw",,"MaxIdle","MaxWalk","MaxPrimary","MaxSecondary","MaxRecoil",,"MaxSecondaryRecoil",,"MaxReload","MaxPushback","MaxWin","MaxWinloop","MaxLose","MaxLoseloop","MaxIdle","MaxWin","MaxWinloop","MaxWin","MaxIdle","MaxIdle","MaxPortrait","MaxPortrait",,,,,,"MaxIdle","MaxIdle","MaxIdle","MaxIdle","MaxLose","MaxLoseloop","MaxIdle","MaxIdle","MaxIdle",,"MaxIdle","MaxIdle",,,,,,,,,"max_def_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LuchadorBrown","Luchador","primo_brown_geo.scw",,,"primo_brown_portrait.scw","emz_intro_pose.scw",,"LuchadorBrownIdle","LuchadorBrownWalk","LuchadorBrownPrimary","LuchadorBrownSecondary","LuchadorBrownRecoil1","LuchadorBrownRecoil2","LuchadorBrownRecoil1",,,"LuchadorBrownPushback","LuchadorBrownWin","LuchadorBrownWinloop","LuchadorBrownLose","LuchadorBrownLoseloop","LuchadorBrownIdle","LuchadorBrownWin","LuchadorBrownWinloop","LuchadorBrownWin","LuchadorBrownIdle","LuchadorBrownIdle","LuchadorBrownProfile","LuchadorBrownProfile",,,,"LuchadorBrownGadgetFlipPrimary","LuchadorBrownGadgetFlipRecoil1","BrownIdle","BrownIdle","BrownWin","BrownWinLoop","BrownLose","BrownLoseLoop","BrownIdle","BrownHS","BrownIdle","BrownIdle","BrownIdle","BrownIdle","primo_003_win","primo_003_lose",,,,"Primo003Projectile",,,"primo_003_atk_use",,,,"primo_003_ulti_trail","primo_003_ulti_ground_hit",,,,,,,,,"LL_Kill","No_vo","LL_Start","No_vo","LL_Hurt","LL_Die","No_vo",,,,,,,,,,,,
"HomerDefault","Homer","spike_geo.scw",,,"spike_base_cam.scw","emz_intro_pose.scw",,"SpikeIdle","SpikeWalk","SpikePrimary","SpikeSecondary","SpikeRecoil",,"SpikeRecoil2",,"SpikeReload","SpikeIdle","SpikeWin","SpikeWinloop","SpikeLose","SpikeLoseloop","SpikeIdle","SpikeWin","SpikeWinloop","SpikeWin","SpikeIdle","SpikeIdle","SpikeProfile","SpikeProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TrickshotDudeTotal","TrickshotDude","rico_og_geo.scw",,,"rico_base_cam.scw","emz_intro_pose.scw",,"RicoIdle","RicoWalk","RicoPrimary","RicoSecondary","RicoRecoil",,"RicoRecoil",,"RicoReload","RicoPushback","RicoWin","RicoWinloop","RicoLose","RicoLoseloop","RicoIdle","RicoWin","RicoWinloop","RicoWin","RicoIdle","RicoIdle","RicoProfile","RicoProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NinjaSally","Ninja","leon_sally_geo.scw",,,"leon_base_cam.scw","emz_intro_pose.scw",,"LeonIdle","LeonWalk","LeonAttack","LeonSecondary","LeonRecoil","LeonRecoil2","LeonRecoil",,"LeonReload","LeonPushback","LeonSallyWin","LeonSallyWinloop","LeonLose","LeonLoseloop","LeonIdle","LeonSallyWin","LeonSallyWinloop","LeonSallyWin","LeonIdle","LeonIdle","LeonProfile","LeonProfile",,,,,,"LeonIdle","LeonIdle","LeonWin","LeonWinLoop","LeonLose","LeonLoseLoop","LeonIdle","LeonWin","LeonWinLoop","LeonIdle","LeonIdle","LeonIdle",,,,,,"Leon003Projectile",,,,,,"leon_003_atk","leon_003_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WhirlwindLeonard","Whirlwind","carl_leonard_geo.scw",,,"carl_leonard_cam.scw","emz_intro_pose.scw",,"CarlIdle","CarlWalk","CarlAttack","CarlSecondary","CarlAttackRecoil",,"CarlSecondaryRecoil",,"CarlReload","CarlIdle","CarlWin","CarlWinloop","CarlLose","CarlLoseloop","CarlIdle","CarlWin","CarlWinloop","CarlWin","CarlIdle","CarlIdle","CarlProfile","CarlProfile",,,,,,"CarlLeonardIdle","CarlLeonardIdle","CarlLeonardHappy","CarlLeonardIdle","CarlLeonardSad","CarlLeonardSadLoop","CarlLeonardIdle","CarlLeonardIdle","CarlLeonardIdle","CarlLeonardIdle","CarlLeonardIdle","CarlLeonardIdle",,"carl_004_lose",,,,"Carl004Projectile",,,,,,"carl_004_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TntDudeSantaRope",,"dynamike_santa_rope_geo.scw",,,"dynamike_base_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WhirlwindPirate","Whirlwind","carl_pirate_geo.scw",,,"carl_base_cam.scw","emz_intro_pose.scw",,"CarlPirateIdle","CarlPirateWalk","CarlPirateAttack","CarlPirateSecondary","CarlPirateAttackRecoil",,"CarlPirateSecondaryRecoil",,"CarlPirateReload","CarlPiratePushback","CarlPirateWin","CarlPirateWinloop","CarlPirateLose","CarlPirateLoseloop","CarlPirateIdle","CarlPirateWin","CarlPirateWinloop","CarlPirateWin","CarlPirateIdle","CarlPirateIdle","CarlPirateProfile","CarlPirateProfile",,,,,,"CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateAngry","CarlPirateAngryloop","CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateProfile","CarlPirateIdle",,,,,,"Carl005Projectile",,,,,,,,,,,,"carl_005_ulti_ground",,,,,,,,,,,,,,,,,,,,"carl_005_moving","carl_005_still",,
"GunslingerPirate","Gunslinger","colt_pirate_geo.scw",,,"colt_base_cam.scw","emz_intro_pose.scw",,"GunslingerPirateIdle","GunslingerPirateWalk","GunslingerPiratePrimary","GunslingerPiratePrimary","GunslingerPirateRecoil","GunslingerPirateRecoil2","GunslingerPirateRecoil","GunslingerPirateRecoil2","GunslingerPirateReload","GunslingerPiratePushBack","GunslingerPirateWin","GunslingerPirateWinloop","GunslingerPirateLose","GunslingerPirateLoseloop","GunslingerPirateIdle","GunslingerPirateWin","GunslingerPirateWinloop","GunslingerPirateWin","GunslingerPirateIdle","GunslingerPirateIdle","GunslingerPirateProfile","GunslingerPirateProfile",,,,,,,,,,,,,,,,,,,,,,,"Colt003Projectile",,"Colt003UltiProjectile","colt_003_atk","colt_003_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CtfGift",,"item_present_red.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpeedyGT","Speedy","max_geo.scw",,,"max_portrait.scw","emz_intro_pose.scw",,"MaxIdle","MaxWalk","MaxPrimary","MaxSecondary","MaxRecoil",,"MaxSecondaryRecoil",,"MaxReload","MaxPushback","MaxWin","MaxWinloop","MaxLose","MaxLoseloop","MaxIdle","MaxWin","MaxWinloop","MaxWin","MaxIdle","MaxIdle","MaxPortrait","MaxPortrait",,,,,,"MaxIdle","MaxIdle","MaxIdle","MaxIdle","MaxLose","MaxLoseloop","MaxIdle","MaxIdle","MaxIdle",,"MaxIdle","MaxIdle",,,,,,,,,"max_def_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperDefaultAddonBee",,"bee_geo.scw",,,,,,"BeeSmallIdle",,,,,,,,,,"BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperLadyBug","BeeSniper","bea_ladybug_geo.scw",,,"bea_portrait.scw","emz_intro_pose.scw",,"BeaIdle","BeaWalk","BeaAttack","BeaAttack","BeaRecoil",,"BeaRecoil",,"BeaReload","BeaPushback","BeaWin","BeaWinloop","BeaLose","BeaLoseloop","BeaIdle","BeaWin","BeaWinloop","BeaWin","BeaIdle","BeaIdle","BeaPortrait","BeaPortrait",,,,,,"BeaIdle",,"BeaHappy","BeaIdle","BeaLose","BeaLoseloop","BeaIdle","BeaHappy","BeaIdle",,,"BeaIdle",,,,"true","true",,,,,"bea_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bea_def_atk_charged",
"PocoPirate","DeadMariachi","poco_pirate_geo.scw",,,"poco_base_cam.scw","emz_intro_pose.scw",,"PocoPirateIdle","PocoPirateWalk","PocoAttack","PocoSecondary","PocoRecoil",,"PocoRecoil",,"PocoReload","PocoPushback","PocoPirateHappy","PocoPirateHappyLoop","PocoPirateLose","PocoPirateLoseloop","PocoPirateIdle","PocoPirateHappy","PocoPirateHappyLoop","PocoPirateHappy","PocoPirateIdle","PocoPirateIdle","PocoPirateProfile","PocoPirateProfile",,,,,,,,,,,,,,,,,,,,,,,"Poco003Projectile",,"Poco003UltiProjectile","poco_003_atk_direct",,,"poco_003_atk_root","poco_003_atk_root",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperLadyBugAddonBee",,"bee_ladybug_geo.scw",,,,,,"BeeSmallIdle",,,,,,,,,,"BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DrillerDefault","Driller","jacky_geo.scw",,,"jacky_portrait.scw","emz_intro_pose.scw",,"JackyIdle","JackyWalk","JackyAttack","JackySuper","JackyRecoil",,"JackySuperRecoil",,"JackyIdle","JackyIdle","JackyHappy","JackyHappyLoop","JackyLose","JackyLoseloop","JackyIdle","JackyHappy","JackyHappyLoop","JackyHappy","JackyIdle","JackyIdle","JackyPortrait","JAckyIntro",,,,,,"JackyIdle","JackyIdle","JackyWin","JackyWinLoop","JackyLose","JackyLoseLoop","JackyIdle","JackyWin","JackyWinLoop","JackyIdle","JackyPortrait","JackyIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driller_def_moving",,,
"ArcadeVirus","Arcade","8bit_virus_geo.scw",,,"8bit_virus_portrait.scw","emz_intro_pose.scw",,"8bitVirusIdle","8BitVirusWalk","8bitVirusAttack","8bitVirusIdle","8bitVirusRecoil",,"8bitVirusIdle",,"8bitVirusReload","8bitVirusPushback","8bitVirusWin","8bitVirusWinloop","8bitVirusLose","8bitVirusLoseloop","8bitVirusWinloop","8bitVirusWin","8bitVirusWinloop","8bitVirusWin","8bitVirusIdle","8bitVirusIdle","8bitVirusProfile","8bitVirusProfile",,,,,,"ArcadeVirusFace","ArcadeVirusFace","ArcadeVirusFace","ArcadeVirusFaceloop","ArcadeVirusLose","ArcadeVirusLoseloop","ArcadeVirusFaceloop","ArcadeVirusFace","ArcadeVirusFaceloop",,"ArcadeVirusFace","ArcadeVirusFace",,,,,,"Arcade002Projectile",,"Arcade002UltiProjectile","arcade_002_atk",,"true",,,,,,,,"Arcade002Ulti","Arcade002Ulti_larger",,,"8bit_Virus_Kill_VO","8bit_Virus_Lead_VO","8bit_Virus_Start_VO","8bit_Virus_Ulti_VO","8bit_Virus_Hurt_VO","8bit_Virus_Die_VO",,,,,,,,,,"arcade_002_moving",,,
"BlackHoleStreetNinja","BlackHole","tara_streetninja_geo.scw",,,"tara_streetninja_portrait.scw","emz_intro_pose.scw",,"TaraStreetninjaIdle","TaraStreetninjaWalk","TaraStreetninjaPrimary","TaraStreetninjaSecondary","TaraStreetninjaRecoil",,"TaraStreetninjaSecondaryRecoil",,"TaraStreetninjaReload","TaraStreetninjaIdle","TaraStreetninjaWin","TaraStreetninjaWinloop","TaraStreetninjaLose","TaraStreetninjaLoseloop","TaraStreetninjaIdle","TaraStreetninjaWin","TaraStreetninjaWinloop","TaraStreetninjaWin","TaraStreetninjaIdle","TaraStreetninjaIdle","TaraStreetninjaProfile","TaraStreetninjaProfile",,,,,,"TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle",,,,"true","true","Tara002Projectile",,"Tara002UltiProjectile","tara_002_atk",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BaseballGamer","Baseball","bibi_gamer_geo.scw",,,"bibi_gamer_portrait.scw","emz_intro_pose.scw",,"BibiGamerIdle","BibiGamerWalk","BibiGamerPrimary","BibiGamerSecondary","BibiGamerRecoil",,"BibiGamerRecoil2",,,"BibiGamerPushback","BibiGamerWin","BibiGamerWinloop","BibiGamerLose","BibiGamerLoseloop","BibiGamerIdle","BibiGamerWin","BibiGamerWinloop","BibiGamerWin","BibiGamerIdle","BibiGamerIdle","BibiGamerProfile","BibiGamerProfile",,,,,,"BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Win","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Win","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Idle",,,,,,,,"Bibi002UltiProjectile","bibi_002_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SniperValentines","Sniper","piper_valentines_geo.scw",,"piper_gadget_pistol_geo.scw","piper_valentines_cam.scw","emz_intro_pose.scw",,"SniperValentinesIdle","SniperValentinesWalk","SniperValentinesAttack","SniperSecondary","SniperValentinesRecoil",,"SniperValentinesRecoil",,"SniperValentinesReload","SniperPushback","SniperValentinesWin","SniperValentinesWinloop","SniperValentinesLose","SniperValentinesLoseloop","SniperValentinesIdle","SniperValentinesWin","SniperValentinesWinloop","SniperValentinesWin","SniperValentinesIdle","SniperValentinesIdle","SniperProfile","SniperProfile",,,,"SniperGadgetPistolAttack","SniperGadgetPistolRecoil","PiperIdleOpen","PiperIdleOpen","PiperWin","PiperWinLoop","PiperIdleClosed","PiperIdleClosed","PiperIdleClosed","PiperWin","PiperWinLoop","PiperIdleClosed","PiperIdleClosed","PiperIdleOpen",,,,"true",,"Piper002Projectile",,,"piper_002_atk",,,,"piper_002_ulti",,,,,,,,,"ValentineBomb",,,,,,,,,,,,,,,,,,,
"ShamanKoala","Shaman","nita_koala_geo.scw",,,"nita_base_cam.scw","emz_intro_pose.scw",,"ShamanIdle","ShamanWalk","ShamanAttack","ShamanSecondary","ShamanRecoil",,"ShamanRecoil",,"ShamanReload","ShamanPushback","ShamanWin","ShamanWinloop","ShamanLose","ShamanLoseloop","ShamanIdle","ShamanWin","ShamanWinloop","ShamanWin","ShamanIdle","ShamanIdle","ShamanProfile","ShamanProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShamanBearKoala","ShamanPet","bear_koala_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"BearShibaIdle","BearWalk","BearAttack","BearShibaIdle","BearRecoil",,"BearShibaIdle",,"BearShibaIdle","BearPushback","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerPetDefault","SpawnerPet","mrp_pet_geo.scw:base_GEO+body_GEO+beak_top_GEO+beak_bottom_GEO",,,"portrait_cam.scw","emz_intro_pose.scw",,"MrPPetIdle","MrPPetWalk","MrPPetIdle","MrPPetIdle","MrPPetIdle",,"MrPPetIdle",,"MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle",,,,,,"MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn",,,,,,,,,"mrp_def_pet_attack",,,,,,,"mrp_def_pet_summon",,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerDudeTurretDefault","SpawnerDudeTurret","mrp_pet_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle",,"MrPSpawnerIdle",,"MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle",,,,,,"MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOff",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerDudeAgentP","SpawnerDude","mrp_agentp_geo.scw",,,"mrp_portrait.scw","emz_intro_pose.scw",,"MrPIdle","MrPWalk","MrPAttack","MrPAttack","MrPRecoil",,"MrPRecoil",,,"MrPPushBack","MrPAgentWin","MrPAgentWinloop","MrPLose","MrPLoseloop","MrPIdle","MrPAgentWin","MrPAgentWinloop","MrPAgentWin","MrPIdle","MrPIdle","MrPPortrait","MrPPortrait",,,,,,,,,,,,,,,,,,,,,"true",,,,,"mrp_def_atk","mrp_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerPetAgentP","SpawnerPet","mrp_pet_geo.scw:base_GEO+body_GEO+beak_top_GEO+beak_bottom_GEO",,,"portrait_cam.scw","emz_intro_pose.scw",,"MrPPetIdle","MrPPetWalk","MrPPetIdle","MrPPetIdle","MrPPetIdle",,"MrPPetIdle",,"MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle",,,,,,"MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn",,,,,,,,,"mrp_def_pet_attack",,,,,,,"mrp_def_pet_summon",,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerDudeTurretAgentP","SpawnerDudeTurret","mrp_pet_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle",,"MrPSpawnerIdle",,"MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle",,,,,,"MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOff",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlowerDefault","Blower","gale_geo.scw",,,"gale_base_cam.scw","emz_intro_pose.scw",,"GaleIdle","GaleWalk","GalePrimary","GalePrimary","GaleRecoil",,"GaleRecoil",,"GaleIdle","GalePushback","GaleWin","GaleWinloop","GaleLose","GaleLoseloop","GaleIdle","GaleWin","GaleWinloop","GaleWin","GaleIdle","GaleLose","GalePortrait","GaleIdle",,,,,,,,,,,,,,,,,,,,,"true","true",,,,"gale_def_atk","gale_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ControllerDefault","Controller","nani_geo.scw",,,"nani_base_cam.scw","emz_intro_pose.scw",,"NaniIdle","NaniWalk","NaniAttack","NaniSecondary","NaniRecoil",,,,"NaniReload","NaniPushback","NaniWin","NaniWinloop","NaniLose","NaniLoseloop","NaniIdle","NaniWin","NaniWinloop","NaniWin","NaniIdle","NaniIdle","NaniPortrait","NaniIdle",,,,,,,,,,,,,,,,,,,,"true","true",,,,,"jessie_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
